id,popularity,budget,revenue,original_title,cast,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj,profit,profitability_ratio,revenue_rating,decades,director_split
280690,0.466373,0,0,Kick,Salman Khan|Jacqueline Fernandez|Nawazuddin Siddiqui|Randeep Hooda|Mithun Chakraborty,146,Romance|Action|Comedy,43,6.2,2014,0.0,0.0,0,0,under_million,twenty_ten,Sajid Nadiadwala
245473,0.46628400000000003,0,0,Cloud 9,Dove Cameron|Luke Benward|Kiersey Clemons|Mike C. Manning|Dillon Lane,90,Action|Drama|Romance|TV Movie,49,6.1,2014,0.0,0.0,0,0,under_million,twenty_ten,Paul Hoen
253310,0.465438,0,0,Premature,John Karna|Katie Findlay|Craig Roberts|Alan Tudyk|Carlson Young,93,Comedy,67,5.1,2014,0.0,0.0,0,0,under_million,twenty_ten,Dan Beers
250538,0.461037,0,0,The Good Lie,Reese Witherspoon|Corey Stoll|Thad Luckinbill|Sarah Baker|Maria Howell,110,Drama,149,7.1,2014,0.0,0.0,0,0,under_million,twenty_ten,Philippe Falardeau
256731,0.46087,0,0,Bad Country,Matt Dillon|Willem Dafoe|Neal McDonough|Amy Smart|Chris Marquette,95,Drama|Action|Crime,65,5.7,2014,0.0,0.0,0,0,under_million,twenty_ten,Chris Brinker
312791,0.460188,3150000,0,GirlHouse,Ali Cobrin|Erin Agostino|James Thomas|Alice Hunter|Alyson Bath,100,Horror|Thriller,62,4.9,2014,2901436.80993009,0.0,0,0,under_million,twenty_ten,Trevor Matthews
312791,0.460188,3150000,0,GirlHouse,Ali Cobrin|Erin Agostino|James Thomas|Alice Hunter|Alyson Bath,100,Horror|Thriller,62,4.9,2014,2901436.80993009,0.0,0,0,under_million,twenty_ten,Jon Knautz
253272,0.457089,0,0,The Mule,Hugo Weaving|Angus Sampson|Ewen Leslie|Leigh Whannell|Georgina Haig,103,Crime|Comedy,34,5.8,2014,0.0,0.0,0,0,under_million,twenty_ten,Tony Mahony
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Chris Nash
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Rodney Ascher
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Bill Plympton
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Erik Matti
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Lancelot Oduwa Imasuen
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Kristina Buozyte
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Bruno Samper
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Vincenzo Natali
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Larry Fessenden
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Julien Maury
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Alexandre Bustillo
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,E.L. Katz
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Sylvia Soska
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Jen Soska
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Aharon Keshales
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Navot Papushado
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Julian Gilbey
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Dennison Ramalho
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Jerome Sable
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Robert Morgan
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Hajime Ohata
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,SÃ´ichi Umezawa
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Alejandro BruguÃ©s
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Todd Rohal
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Julian Barratt
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Jim Hosking
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Robert Boocheck
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Marvin Kren
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Juan MartÃ­nez Moreno
193726,0.45338199999999995,0,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,125,Horror,44,5.4,2014,0.0,6605.14392508213,7171,99,under_million,twenty_ten,Steven Kostanski
248504,0.45264399999999994,0,0,Sharknado 2: The Second One,Ian Ziering|Tara Reid|Vivica A. Fox|Kari Wuhrer|Mark McGrath,86,Thriller|Horror|Science Fiction,105,4.7,2014,0.0,0.0,0,0,under_million,twenty_ten,Anthony C. Ferrante
244268,0.451125,0,2262223,Love Is Strange,John Lithgow|Alfred Molina|Marisa Tomei|Darren E. Burrows|Charlie Tahan,98,Drama,68,6.4,2014,0.0,2083713.36014936,2262223,99,millions,twenty_ten,Ira Sachs
267863,0.449196,0,0,Walking on Sunshine,Annabel Scholey|Hannah Arterton|Giulio Berruti|Greg Wise|Katy Brand,97,Comedy|Romance|Music,61,6.1,2014,0.0,0.0,0,0,under_million,twenty_ten,Max Giwa
267863,0.449196,0,0,Walking on Sunshine,Annabel Scholey|Hannah Arterton|Giulio Berruti|Greg Wise|Katy Brand,97,Comedy|Romance|Music,61,6.1,2014,0.0,0.0,0,0,under_million,twenty_ten,Dania Pasquini
52653,0.447229,0,149337,Jinn,Dominic Rains|Ray Park|William Atherton|Faran Tahir|Serinda Swan,97,Thriller,19,3.6,2014,0.0,137552.974249057,149337,99,under_million,twenty_ten,Ajmal Zaheer Ahmad 	
230266,0.44645799999999997,5500000,5000000,Miss Julie,Jessica Chastain|Colin Farrell|Samantha Morton|Nora McMenamy,120,Drama,15,5.4,2014,5066000.77924302,4605455.25385729,0,0,millions,twenty_ten,Liv Ullmann
261375,0.445011,0,0,Flying Home,Jamie Dornan|Charlotte De Bruyne|Jan Decleir|Ali Suliman|Josse De Pauw,96,Romance,48,6.3,2014,0.0,0.0,0,0,under_million,twenty_ten,Dominique Deruddere
190469,0.444337,2700000,0,Redirected,Vinnie Jones|Lee Nicholas Harris|Scot Williams|Gil Darnell|Vytautas Sapranauskas,99,Action|Comedy|Crime|Thriller,94,5.7,2014,2486945.83708294,0.0,0,0,under_million,twenty_ten,Emilis Velyvis
259018,0.43549,0,0,Behaving Badly,Nat Wolff|Selena Gomez|Mary-Louise Parker|Elisabeth Shue|Dylan McDermott,92,Comedy,118,5.0,2014,0.0,0.0,0,0,under_million,twenty_ten,Tim Garrick
259072,0.43084399999999995,1200000,0,Wrong Turn 6: Last Resort,Chris Jarvis|Aqueela Zoll|Anthony Ilott|Sadie Katz|Rollo Skinner,91,Horror,82,4.9,2014,1105309.26092575,0.0,0,0,under_million,twenty_ten,Valeri Milev
284537,0.430708,0,0,Welcome to Me,Kristen Wiig|James Marsden|Linda Cardellini|Wes Bentley|Jennifer Jason Leigh,105,Drama|Comedy,88,5.7,2014,0.0,0.0,0,0,under_million,twenty_ten,Shira Piven
312526,0.43048800000000004,0,0,Alien Outpost,Joe Reegan|Reiley McClendon|Matthew Holmes|Rick Ravanello|Adrian Paul,93,Thriller|Action|Science Fiction,58,4.1,2014,0.0,0.0,0,0,under_million,twenty_ten,Jabbar Raisani
258099,0.42881899999999995,0,0,Just Before I Go,Seann William Scott|Garret Dillahunt|Olivia Thirlby|Kate Walsh|Rob Riggle,95,Comedy|Drama|Romance,76,6.0,2014,0.0,0.0,0,0,under_million,twenty_ten,Courteney Cox
275060,0.42760200000000004,0,0,The Disappearance of Eleanor Rigby: Her,Jessica Chastain|James McAvoy|Viola Davis|Isabelle Huppert|William Hurt,100,Drama,34,6.1,2014,0.0,0.0,0,0,under_million,twenty_ten,Ned Benson
285843,0.421838,0,0,October Gale,Patricia Clarkson|Scott Speedman|Tim Roth|Callum Keith Rennie,91,Thriller|Drama|Romance,14,5.4,2014,0.0,0.0,0,0,under_million,twenty_ten,Ruba Nadda
250535,0.416516,0,0,Get Santa,Rafe Spall|Jim Broadbent|Warwick Davis|Jodie Whittaker|Stephen Graham,102,Family|Comedy,11,6.5,2014,0.0,0.0,0,0,under_million,twenty_ten,Christopher Smith
243531,0.413991,0,0,Freezer,Dylan McDermott|Peter Facinelli|David McNally|Andrey Ivchenko|Pascal Petardi,88,Action|Thriller,35,5.3,2014,0.0,0.0,0,0,under_million,twenty_ten,Mikael Salomon
277597,0.41329499999999997,0,0,Mercenaries,ZoÃ« Bell|Kristanna Loken|Vivica A. Fox|Brigitte Nielsen|Cynthia Rothrock,90,Action,21,4.2,2014,0.0,0.0,0,0,under_million,twenty_ten,Christopher Ray
240916,0.41146499999999997,8000000,0,Reasonable Doubt,Samuel L. Jackson|Dominic Cooper|Erin Karpluk|Gloria Reuben|Ryan Robbins,91,Crime|Thriller,157,5.5,2014,7368728.40617167,0.0,0,0,under_million,twenty_ten,Peter Howitt
254024,0.409047,0,0,The Face of an Angel,Kate Beckinsale|Cara Delevingne|Daniel BrÃ¼hl|Ava Acres|Alistair Petrie,100,Thriller|Drama,28,4.2,2014,0.0,0.0,0,0,under_million,twenty_ten,Michael Winterbottom
239562,0.408464,0,16337881,The Single Moms Club,Wendi McLendon-Covey|Tyler Perry|Ryan Eggold|Amy Smart|Terry Crews,111,Drama|Comedy,32,6.0,2014,0.0,15048675.977669,16337881,99,millions,twenty_ten,Tyler Perry
244783,0.407983,6000000,32251,Song One,Anne Hathaway|Johnny Flynn|Mary Steenburgen|Ben Rosenfield|Lola Kirke,86,Drama,58,5.7,2014,5526546.30462875,29706.1074784303,0,0,under_million,twenty_ten,Kate Barker-Froyland
250388,0.40674,0,0,Rampage: Capital Punishment,Brendan Fletcher|Lochlyn Munro|Mike Dopud|Michaela Mann|Bruce Blain,93,Action|Crime|Thriller,49,5.6,2014,0.0,0.0,0,0,under_million,twenty_ten,Uwe Boll
252171,0.403579,1000000,395000,A Girl Walks Home Alone at Night,Sheila Vand|Arash Marandi|Marshall Manesh|Dominic Rains|Rome Shadanloo,99,Horror|Romance,146,7.0,2014,921091.050771459,363830.965054726,0,0,under_million,twenty_ten,Ana Lily Amirpour
253254,0.269741,0,8251,Before I Disappear,Shawn Christensen|Fatima Ptacek|Emmy Rossum|Paul Wesley|Ron Perlman,100,Drama,44,5.9,2014,0.0,7599.922259915309,8251,99,under_million,twenty_ten,Shawn Christensen
210947,0.40115300000000004,318000,121179,Afflicted,Baya Rehaz|Derek Lee|Clif Prowse|Edo Van Breemen|Zachary Gray,85,Horror|Thriller,142,6.1,2014,292906.954145324,111616.892441434,0,0,under_million,twenty_ten,Clif Prowse
210947,0.40115300000000004,318000,121179,Afflicted,Baya Rehaz|Derek Lee|Clif Prowse|Edo Van Breemen|Zachary Gray,85,Horror|Thriller,142,6.1,2014,292906.954145324,111616.892441434,0,0,under_million,twenty_ten,Derek Lee
254263,0.40068899999999996,30000000,0,The Swan Princess: A Royal Family Tale,James Arrington|Laura Bailey|Joel Bishop|Jan Broberg|Carly Fogelson,79,Animation|Family,14,5.6,2014,27632731.5231437,0.0,0,0,under_million,twenty_ten,Richard Rich
235271,0.399827,0,0,Addicted,Boris Kodjoe|Brandon Gonzales|Cameron Mills|Emayatzy Corinealdi|Garrett Hines,105,Drama|Thriller,46,5.3,2014,0.0,0.0,0,0,under_million,twenty_ten,Bille Woodruff
241771,0.39860100000000004,7000000,14618727,Beyond the Lights,Minnie Driver|Gugu Mbatha-Raw|Danny Glover|Jordan Belfi|Nate Parker,116,Drama,95,6.9,2014,6447637.35540021,13465178.6133711,7618727,52,millions,twenty_ten,Gina Prince-Bythewood
259956,0.398291,0,0,About Alex,Aubrey Plaza|Max Greenfield|Max Minghella|Jason Ritter|Nate Parker,96,Drama,41,6.5,2014,0.0,0.0,0,0,under_million,twenty_ten,Jesse Zwick
299582,0.397644,0,0,A Royal Christmas,Lacey Chabert|Stephen Hagan|Jane Seymour|Katherine Flynn|Ionut Grama,90,TV Movie|Romance|Family,23,6.1,2014,0.0,0.0,0,0,under_million,twenty_ten,Alex Zamm
141043,0.669806999999999,0,7176347,A Long Way Down,Pierce Brosnan|Aaron Paul|Imogen Poots|Toni Collette|Sam Neill,96,Comedy|Drama,258,6.2,2014,0.0,6610068.99893061,7176347,99,millions,twenty_ten,Pascal Chaumeil
298865,0.39199,0,0,Lost After Dark,Alexander Calvert|Jesse Camacho|Elsie Gatien|Eve Harlow|Stephan James,85,Horror,12,4.8,2014,0.0,0.0,0,0,under_million,twenty_ten,Ian Kessner
266537,0.390044,0,0,Pas son genre,Ã‰milie Dequenne|LoÃ¯c Corbery|Anne Coesens|Martine Chevalier|Annelise Hesme,111,Comedy|Romance,31,6.0,2014,0.0,0.0,0,0,under_million,twenty_ten,Lucas Belvaux
228358,0.44443900000000003,0,0,The Pact II,Camilla Luddington|Caity Lotz|Scott Michael Foster|Haley Hudson|Amy Pietz,96,Mystery|Horror|Thriller,37,4.5,2014,0.0,0.0,0,0,under_million,twenty_ten,Dallas Richard Hallam
228358,0.44443900000000003,0,0,The Pact II,Camilla Luddington|Caity Lotz|Scott Michael Foster|Haley Hudson|Amy Pietz,96,Mystery|Horror|Thriller,37,4.5,2014,0.0,0.0,0,0,under_million,twenty_ten,Patrick Horvath
252680,0.386307,5000000,10429707,Moms' Night Out,Sarah Drew|Sean Astin|Patricia Heaton|Logan White|Robert Amaya ,98,Comedy,92,5.7,2014,4605455.25385729,9606709.77986845,5429707,52,millions,twenty_ten,Andrew Erwin
252680,0.386307,5000000,10429707,Moms' Night Out,Sarah Drew|Sean Astin|Patricia Heaton|Logan White|Robert Amaya ,98,Comedy,92,5.7,2014,4605455.25385729,9606709.77986845,5429707,52,millions,twenty_ten,Jon Erwin
251519,0.382465,0,0,Son of Batman,Jason O'Mara|Stuart Allan|Thomas Gibson|Morena Baccarin|Giancarlo Esposito,74,Animation|Action|Adventure,213,6.8,2014,0.0,0.0,0,0,under_million,twenty_ten,Ethan Spaulding
238603,0.382434,13000000,45300000,Earth to Echo,Teo Halm|Astro|Resse Hartwig|Ella Wahlestedt|Jason Gray-Stanford,89,Family|Adventure|Science Fiction,223,5.7,2014,11974183.660028901,41725424.5999471,32300000,71,millions,twenty_ten,Dave Green
259963,0.38060700000000003,0,126150,Boulevard,Robin Williams|Roberto Aguire|Bob Odenkirk|Kathy Baker|ElÃ©onore Hendricks,88,Drama,55,5.6,2014,0.0,116195.636054819,126150,99,under_million,twenty_ten,Dito Montiel
270938,0.380414,0,0,Falcon Rising,Michael Jai White|Neal McDonough|Lateef Crowder|Laila Ali|Hazuki Kato,103,Adventure|Action,50,5.4,2014,0.0,0.0,0,0,under_million,twenty_ten,Ernie Barbarash
258086,0.336024,0,0,The Damned,Peter Facinelli|Sophia Myles|Nathalia Ramos|Carolina Guerra|Sebastian Martinez,87,Thriller|Horror|Mystery,37,5.2,2014,0.0,0.0,0,0,under_million,twenty_ten,VÃ­ctor GarcÃ­a
275318,0.37911300000000003,0,0,Sleeping Beauty,Michael York|Finn Jones|Grace Van Dien|Catherine Oxenberg|Casper Van Dien,89,Fantasy|Adventure,16,5.0,2014,0.0,0.0,0,0,under_million,twenty_ten,Casper Van Dien
245859,0.378725,0,0,God Help the Girl,Emily Browning|Olly Alexander|Hannah Murray|Pierre Boulanger|Cora Bissett,111,Comedy|Drama|Music,74,6.7,2014,0.0,0.0,0,0,under_million,twenty_ten,Stuart Murdoch
256740,0.375458,3500000,0,Wicked Blood,Abigail Breslin|James Purefoy|Sean Bean|Alexa PenaVega|Jake Busey,92,Action|Drama|Thriller,24,4.9,2014,3223818.6777001,0.0,0,0,under_million,twenty_ten,Mark Young
249260,0.389417,0,0,Avalanche Sharks,Alexander Mendeluk|Kate Nauta|Benjamin Easterday|Eric Scott Woods|Kelle Cantwell,82,Action|Horror|Science Fiction,10,3.8,2014,0.0,0.0,0,0,under_million,twenty_ten,Scott Wheeler
215379,0.510296,0,0,Young Ones,Michael Shannon|Nicholas Hoult|Elle Fanning|Kodi Smit-McPhee|Aimee Mullins,100,Western|Action|Drama|Science Fiction,63,5.4,2014,0.0,0.0,0,0,under_million,twenty_ten,Jake Paltrow
293633,0.366176,2500000,0,Catch Hell,Ryan Phillippe|Joyful Drake|Hakim Callender|James DuMont|Tig Notaro,98,Thriller|Drama,14,5.3,2014,2302727.62692864,0.0,0,0,under_million,twenty_ten,Ryan Phillippe
297961,0.363927,0,0,Big Driver,Maria Bello|Joan Jett|Ann Dowd|Olympia Dukakis|Will Harris,87,TV Movie|Crime|Mystery|Thriller,26,4.9,2014,0.0,0.0,0,0,under_million,twenty_ten,Mikael Salomon
233470,0.36377600000000004,0,0,Jamesy Boy,Spencer Lofranco|Mary-Louise Parker|James Woods|Ving Rhames|Taissa Farmiga,109,Crime|Drama|Family|Romance,32,6.0,2014,0.0,0.0,0,0,under_million,twenty_ten,Trevor White
248774,0.360727,0,3123963,Obvious Child,Jenny Slate|Jake Lacy|Gaby Hoffmann|Paul Briganti|Stephen Singer,83,Comedy|Romance,145,6.7,2014,0.0,2877454.36224116,3123963,99,millions,twenty_ten,Gillian Robespierre
292177,0.360228,0,0,My Little Pony: Equestria Girls - Rainbow Rocks,Tara Strong|Tabitha St. Germain|Andrea Libman|Ashleigh Ball|Nicole Oliver,75,Family|Animation|Music,16,6.7,2014,0.0,0.0,0,0,under_million,twenty_ten,Ishi Rudell
292177,0.360228,0,0,My Little Pony: Equestria Girls - Rainbow Rocks,Tara Strong|Tabitha St. Germain|Andrea Libman|Ashleigh Ball|Nicole Oliver,75,Family|Animation|Music,16,6.7,2014,0.0,0.0,0,0,under_million,twenty_ten,Jayson Thiessen
242166,0.359568,25000000,0,Red Sky,Cam Gigandet|Rachael Leigh Cook|Shane West|Bill Pullman|Brian Krause,100,Action|Thriller,16,3.8,2014,23027276.269286398,0.0,0,0,under_million,twenty_ten,Mario Van Peebles
156597,0.358186,0,0,Stage Fright,Minnie Driver|Meat Loaf|Allie MacDonald|Douglas Smith|Kent Nolan,89,Horror,36,5.3,2014,0.0,0.0,0,0,under_million,twenty_ten,Jerome Sable
313074,0.35561,0,0,Sword of Vengeance,Stanley Weber|Annabelle Wallis|Ed Skrein|Dave Legeno|Karel Roden,86,Drama|Action|Adventure,17,5.6,2014,0.0,0.0,0,0,under_million,twenty_ten,Jim Weedon
275985,0.354648,0,0,The Coed and the Zombie Stoner,Catherine Annette|Jamie Noel|Grant O'Connell|Ben Whalen,91,Comedy,10,3.9,2014,0.0,0.0,0,0,under_million,twenty_ten,Glenn Miller
286654,0.35239299999999996,0,0,Reclaim,John Cusack|Ryan Phillippe|Rachelle Lefevre|Jacki Weaver|Luis GuzmÃ¡n,96,Thriller,30,5.1,2014,0.0,0.0,0,0,under_million,twenty_ten,Alan White
238475,0.35144899999999996,0,0,Best Night Ever,Desiree Hall|Samantha Colburn|Eddie Ritchard|Crista Flanagan|Amin Joseph,90,Comedy,20,3.8,2014,0.0,0.0,0,0,under_million,twenty_ten,Jason Friedberg
238475,0.35144899999999996,0,0,Best Night Ever,Desiree Hall|Samantha Colburn|Eddie Ritchard|Crista Flanagan|Amin Joseph,90,Comedy,20,3.8,2014,0.0,0.0,0,0,under_million,twenty_ten,Aaron Seltzer
284536,0.350612,25000000,39171130,The Gambler,Mark Wahlberg|John Goodman|Brie Larson|Michael Kenneth Williams|Jessica Lange,111,Thriller|Crime|Drama,405,5.6,2014,23027276.269286398,36080177.2916054,14171130,36,millions,twenty_ten,Rupert Wyatt
257447,0.350213,0,0,Tapped Out,Michael Biehn|Cody Hackman|Anderson Silva|Lyoto Machida|Martin Kove,105,Action|Drama,16,5.4,2014,0.0,0.0,0,0,under_million,twenty_ten,Allan Ungar
283691,0.34710799999999997,0,0,Halo: Nightfall,Mike Colter|Steven Waddington|Christina Chong|Christian Contreras|Luke Neal,94,Adventure|Science Fiction|Action|Thriller,52,5.2,2014,0.0,0.0,0,0,under_million,twenty_ten,Sergio Mimica-Gezzan
270005,0.34694400000000003,0,0,By the Gun,Leighton Meester|Ben Barnes|Toby Jones|Harvey Keitel|Kenny Wormald,105,Crime|Drama|Thriller,14,3.9,2014,0.0,0.0,0,0,under_million,twenty_ten,James Mottern
254023,0.34621599999999997,2000000,0,The Humbling,Al Pacino|Greta Gerwig|Dylan Baker|Charles Grodin|Nina Arianda,112,Drama|Comedy,18,4.7,2014,1842182.10154291,0.0,0,0,under_million,twenty_ten,Barry Levinson
208869,0.34388,10,0,Plastic,Ed Speleers|Will Poulter|Alfie Allen|Sebastian de Souza|Emma Rigby,102,Drama|Action|Comedy|Crime,69,6.0,2014,9.21091050771459,0.0,0,0,under_million,twenty_ten,Julian Gilbey
268060,0.343814,0,0,Road to Paloma,Jason Momoa|Robert Homer Mollohan|Lisa Bonet|Michael Raymond-James|Chris Browning,91,Thriller|Drama,13,5.3,2014,0.0,0.0,0,0,under_million,twenty_ten,Jason Momoa
209185,0.34162,12700000,3430018,The Grand Seduction,Brendan Gleeson|Taylor Kitsch|Gordon Pinsent|Liane Balaban|Mark Critch,112,Comedy,63,6.7,2014,11697856.344797501,3159358.88378502,0,0,millions,twenty_ten,Don McKellar
282041,0.340735,0,0,"Electric Boogaloo: The Wild, Untold Story of Cannon Films",Molly Ringwald|Dolph Lundgren|Bo Derek|Marina Sirtis|Mimi Rogers,107,Documentary,25,7.2,2014,0.0,0.0,0,0,under_million,twenty_ten,Mark Hartley
157847,0.340308,4000000,2365467,Joe,Nicolas Cage|Tye Sheridan|Ronnie Gene Blevins|Sue Rock|Heather Kafka,118,Drama,207,6.5,2014,3684364.20308583,2178810.48459521,0,0,millions,twenty_ten,David Gordon Green
300706,0.34010100000000004,5000000,0,Let's Kill Ward's Wife,Patrick Wilson|Scott Foley|Amy Acker|Donald Faison|Dagmara DomiÅ„czyk,81,Comedy,48,5.3,2014,4605455.25385729,0.0,0,0,under_million,twenty_ten,Scott Foley
265016,0.33974899999999997,0,0,Extraterrestrial,Brittany Allen|Melanie Papalia|Jesse Moss|Anja Savcic|Sean Rogerson,101,Horror|Science Fiction,100,4.6,2014,0.0,0.0,0,0,under_million,twenty_ten,Colin Minihan
146243,0.338489,0,0,Haunt,Jacki Weaver|Liana Liberato|Danielle Chuchran|Harrison Gilbertson|Brian Wimmer,86,Horror,51,5.1,2014,0.0,0.0,0,0,under_million,twenty_ten,Mac Carter
