tweet_id,retweet_count,favorite_count
733482008106668032,1014,3293
733460102733135873,1364,4409
733109485275860992,17918,51568
732732193018155009,571,2556
732726085725589504,944,3695
732585889486888962,821,3864
732375214819057664,2692,8473
732005617171337216,5820,15647
731285275100512256,1049,3656
731156023742988288,1356,4016
730924654643314689,2109,6414
730573383004487680,2296,5145
730427201120833536,1109,3628
730211855403241472,1126,4007
730196704625098752,2047,5118
729854734790754305,1202,4219
729838605770891264,409,1792
729823566028484608,1319,4170
729463711119904772,2462,6072
729113531270991872,350,1975
728986383096946689,874,3312
728760639972315136,1815,4890
728751179681943552,722,2903
728653952833728512,1106,3464
728409960103686147,2134,5135
728387165835677696,1020,3840
728046963732717569,1254,4504
728035342121635841,1774,4763
728015554473250816,1162,4288
727685679342333952,679,3070
727644517743104000,1855,6168
727524757080539137,1298,4672
727314416056803329,799,3477
727286334147182592,870,3184
727175381690781696,1465,4047
727155742655025152,1405,3805
726935089318363137,2606,7197
726887082820554753,1601,4012
726828223124897792,1072,3711
726224900189511680,1225,4610
725842289046749185,2822,7379
725786712245440512,1447,4352
725729321944506368,1892,5423
725458796924002305,663,1471
724983749226668032,1385,3880
724771698126512129,682,2480
724405726123311104,1756,5544
724049859469295616,1876,4517
724046343203856385,593,2785
724004602748780546,1676,4373
723912936180330496,1300,4071
723688335806480385,3172,8052
723673163800948736,945,3161
723179728551723008,1995,5531
722974582966214656,1670,4297
722613351520608256,1739,5185
721503162398597120,1989,4864
721001180231503872,656,2640
720785406564900865,818,3250
720775346191278080,720,2592
720415127506415616,1590,4314
720389942216527872,2681,6696
720340705894408192,1037,3000
720059472081784833,1198,4059
720043174954147842,2133,5121
719991154352222208,1858,5048
719704490224398336,1545,4764
719551379208073216,2048,5275
719367763014393856,786,2917
719339463458033665,1333,4609
719332531645071360,1017,3568
718971898235854848,1165,3646
718939241951195136,1872,5478
718631497683582976,8587,19740
718613305783398402,513,2541
718540630683709445,1077,2596
718460005985447936,564,2817
718454725339934721,1601,5077
718246886998687744,531,2013
718234618122661888,1068,4054
717841801130979328,630,2562
717790033953034240,1198,3017
717537687239008257,1957,6011
717428917016076293,484,1676
717421804990701568,897,3292
717047459982213120,2029,6546
717009362452090881,1036,3415
716802964044845056,1251,4467
716791146589110272,1524,6245
716730379797970944,454,1287
716447146686459905,6269,13699
716439118184652801,226,2472
716285507865542656,1154,2901
716080869887381504,2041,7019
715928423106027520,930,3332
715758151270801409,1513,3909
715733265223708672,1796,4882
715704790270025728,602,2916
715696743237730304,1369,4078
715680795826982913,1722,4521
715360349751484417,1677,5710
715342466308784130,726,3163
715220193576927233,696,2527
715200624753819648,2008,5349
715009755312439296,1320,4348
714982300363173890,1103,3923
714962719905021952,4540,7691
714957620017307648,1510,4323
714631576617938945,1069,3413
714606013974974464,985,3787
714485234495041536,1231,2833
714258258790387713,762,3145
714251586676113411,894,3413
714214115368108032,935,2369
714141408463036416,1495,4499
713919462244790272,827,3426
713909862279876608,578,2002
713900603437621249,789,2961
713761197720473600,1465,5101
713411074226274305,1374,4604
713177543487135744,3012,7528
713175907180089344,1553,4652
712809025985978368,7165,19437
712717840512598017,5319,12912
712668654853337088,1294,4338
712438159032893441,1665,5565
712309440758808576,25,255
712097430750289920,1103,3970
712092745624633345,954,3079
712085617388212225,513,3389
712065007010385924,666,2362
711998809858043904,134,0
711968124745228288,2459,8424
711743778164514816,1047,2972
711732680602345472,4380,9290
711694788429553666,19455,34342
711652651650457602,979,4042
711363825979756544,1205,3821
711306686208872448,778,3463
711008018775851008,660,3133
710997087345876993,1481,4761
710844581445812225,736,2662
710833117892898816,575,2811
710658690886586372,603,2414
710609963652087808,2501,5017
710588934686908417,1998,4757
710296729921429505,787,2475
710283270106132480,549,2234
710272297844797440,1342,4737
710269109699739648,1200,2514
710153181850935296,953,3043
710140971284037632,953,2896
710117014656950272,2119,5755
709918798883774466,1137,3124
709901256215666688,105,706
709852847387627521,1272,3669
709566166965075968,1283,3705
709556954897764353,1131,3439
709519240576036864,255,1555
709449600415961088,621,2330
709409458133323776,739,2729
709225125749587968,609,2513
709207347839836162,6217,13195
709198395643068416,683,2526
709179584944730112,715,2110
709158332880297985,448,2130
709042156699303936,1749,4975
708853462201716736,700,1875
708845821941387268,953,3117
708834316713893888,538,1770
708810915978854401,7399,17260
708738143638450176,870,2871
708711088997666817,773,2669
708479650088034305,718,2668
708469915515297792,874,3227
708400866336894977,10775,16766
708356463048204288,1423,3784
708349470027751425,786,2463
708149363256774660,1641,4474
708130923141795840,891,3545
708119489313951744,1043,2811
708109389455101952,578,2020
708026248782585858,2037,4574
707995814724026368,1197,3275
707983188426153984,2,51
707969809498152960,1033,2818
707776935007539200,1009,3430
707741517457260545,652,2612
707738799544082433,2635,4292
707693576495472641,1068,3607
707629649552134146,939,2699
707610948723478529,6837,17773
707420581654872064,739,2386
707411934438625280,636,2387
707387676719185920,1388,3673
707377100785885184,1152,3440
707315916783140866,683,2597
707297311098011648,849,2894
707059547140169728,723,2697
707038192327901184,845,2300
707021089608753152,1460,4267
707014260413456384,637,2417
706904523814649856,8359,15287
706901761596989440,640,2165
706681918348251136,1032,3482
706644897839910912,1169,2705
706593038911545345,670,2260
706538006853918722,1506,3624
706516534877929472,1105,3244
706346369204748288,983,3615
706310011488698368,8517,22448
706291001778950144,499,1782
706265994973601792,981,2864
706169069255446529,2372,4090
706166467411222528,1717,5399
706153300320784384,412,1561
705975130514706432,785,3252
705970349788291072,950,3291
705898680587526145,596,2490
705786532653883392,561,2046
705591895322394625,1226,3323
705475953783398401,983,3098
705442520700944385,1749,4666
705428427625635840,1801,4007
705239209544720384,798,3136
705223444686888960,861,2705
705102439679201280,544,2253
705066031337840642,643,2278
704871453724954624,1184,4472
704859558691414016,582,2367
704847917308362754,1633,5356
704819833553219584,1065,2761
704761120771465216,3089,6944
704499785726889984,1066,3084
704491224099647488,88,805
704480331685040129,1128,3564
704364645503647744,3791,8427
704347321748819968,374,1667
704134088924532736,500,1585
704113298707505153,600,1948
704054845121142784,972,3056
703774238772166656,498,1932
703769065844768768,1209,3452
703631701117943808,734,2722
703611486317502464,1618,4051
703425003149250560,1463,3984
703407252292673536,739,2569
703382836347330562,1210,3676
703356393781329922,412,2007
703268521220972544,583,2063
703079050210877440,3310,7753
703041949650034688,13383,27686
702932127499816960,769,2715
702899151802126337,483,1689
702684942141153280,1152,3377
702671118226825216,600,2308
702598099714314240,3487,10847
702539513671897089,1018,3018
702332542343577600,1661,3357
702321140488925184,1100,3443
702276748847800320,814,2600
702217446468493312,1426,5042
701981390485725185,1058,3620
701952816642965504,1089,4001
701889187134500865,1470,3736
701805642395348998,1813,3605
701601587219795968,487,2190
701570477911896070,997,2957
701545186879471618,654,2790
701214700881756160,5458,12813
700890391244103680,615,2325
700864154249383937,654,2723
700847567345688576,534,2551
700796979434098688,1026,2560
700747788515020802,9983,23967
700518061187723268,854,2777
700505138482569216,608,2393
700462010979500032,1918,4346
700167517596164096,796,2780
700151421916807169,706,2353
700143752053182464,2933,7912
700062718104104960,743,2781
700029284593901568,623,2172
700002074055016451,1439,3478
699801817392291840,1021,3207
699788877217865730,530,2355
699779630832685056,1326,2907
699775878809702401,645,2059
699691744225525762,4902,10773
699446877801091073,2790,6240
699434518667751424,541,2276
699423671849451520,353,1443
699413908797464576,658,2175
699370870310113280,467,1975
699323444782047232,920,3317
699088579889332224,670,2352
699079609774645248,699,2577
699072405256409088,1265,3157
699060279947165696,1930,3967
699036661657767936,1274,2737
698989035503689728,1048,3547
698953797952008193,963,2839
698907974262222848,663,2659
698710712454139905,727,2603
698703483621523456,405,1521
698635131305795584,364,1349
698549713696649216,660,2442
698355670425473025,484,1965
698342080612007937,1008,2378
698262614669991936,2138,4989
698195409219559425,6359,17585
698178924120031232,790,2942
697995514407682048,355,1604
697990423684476929,1382,3454
697943111201378304,734,2515
697881462549430272,1272,3166
697630435728322560,574,1838
697616773278015490,1082,3318
697596423848730625,1349,3179
697575480820686848,536,2142
697516214579523584,1209,2180
697482927769255936,719,2540
697463031882764288,1472,3583
697270446429966336,1985,4906
697259378236399616,1065,3447
697255105972801536,1235,3167
697242256848379904,710,2641
696900204696625153,1094,3345
696894894812565505,720,2453
696886256886657024,1916,5083
696877980375769088,759,2553
696754882863349760,380,1547
696744641916489729,1004,2166
696713835009417216,689,2489
696518437233913856,1814,4086
696490539101908992,155,1279
696488710901260288,1102,2665
696405997980676096,1215,3376
696100768806522880,711,2035
695816827381944320,1245,3158
695794761660297217,836,3348
695767669421768709,796,1966
695629776980148225,2238,4795
695446424020918272,1937,4584
695409464418041856,3811,9064
695314793360662529,1569,3809
695095422348574720,656,2782
695074328191332352,1182,2981
695064344191721472,641,1687
695051054296211456,840,2799
694925794720792577,975,2826
694905863685980160,998,2893
694669722378485760,15433,37517
694356675654983680,309,1582
694352839993344000,663,2137
694342028726001664,519,1654
694329668942569472,537,2107
694206574471057408,2168,4395
694183373896572928,994,3092
694001791655137281,1103,3561
693993230313091072,431,1964
693942351086120961,394,1816
693647888581312512,634,2836
693644216740769793,135,1413
693642232151285760,445,2663
693629975228977152,854,2574
693622659251335168,396,1622
693590843962331137,2111,5319
693582294167244802,271,1725
693486665285931008,675,1871
693280720173801472,1323,3532
693267061318012928,871,2511
693262851218264065,534,2344
693231807727280129,784,3010
693155686491000832,3414,8281
693109034023534592,656,1805
693095443459342336,492,1966
692919143163629568,797,2807
692905862751522816,936,2557
692901601640583168,648,1877
692894228850999298,865,2394
692828166163931137,940,3023
692752401762250755,3872,7163
692568918515392513,1645,4562
692535307825213440,1450,3358
692530551048294401,446,1936
692423280028966913,245,1554
692417313023332352,3708,9800
692187005137076224,874,2646
692158366030913536,847,2256
692142790915014657,419,1723
692041934689402880,1359,3570
692017291282812928,1018,3007
691820333922455552,1768,4148
691793053716221953,4481,8517
691756958957883396,1090,3038
691675652215414786,543,2041
691483041324204033,603,2494
691459709405118465,1232,4270
691444869282295808,901,2785
691416866452082688,8176,20297
691321916024623104,705,2700
691096613310316544,948,3114
691090071332753408,358,1798
690989312272396288,3065,6208
690959652130045952,1342,3775
690938899477221376,2125,4336
690932576555528194,1092,3446
690735892932222976,1368,3978
690728923253055490,553,2281
690690673629138944,854,2441
690649993829576704,299,1375
690607260360429569,17,306
690597161306841088,645,2062
690400367696297985,485,1966
690374419777196032,919,3428
690360449368465409,952,2772
690348396616552449,549,1585
690248561355657216,439,1768
690021994562220032,1105,2933
690015576308211712,790,2647
690005060500217858,1803,3858
689999384604450816,399,1499
689993469801164801,486,1541
689977555533848577,477,1440
689905486972461056,741,2557
689877686181715968,1262,3178
689835978131935233,806,2270
689661964914655233,994,3360
689659372465688576,4141,10893
689623661272240129,686,2345
689599056876867584,5915,12208
689557536375177216,492,2156
689517482558820352,1527,3568
689289219123089408,1000,2370
689283819090870273,1182,3453
689280876073582592,767,2096
689275259254616065,262,1216
689255633275777024,1159,2689
689154315265683456,1073,3224
689143371370250240,549,2124
688916208532455424,931,2874
688908934925697024,826,2224
688898160958271489,845,2212
688894073864884227,741,2346
688828561667567616,398,1458
688804835492233216,208,1008
688789766343622656,709,2333
688547210804498433,754,2747
688519176466644993,786,2435
688385280030670848,4757,9765
688211956440801280,891,2341
688179443353796608,627,2221
688116655151435777,834,2968
688064179421470721,385,1818
687841446767013888,2699,5751
687826841265172480,1205,2866
687818504314159109,1012,2631
687807801670897665,751,2513
687732144991551489,700,1854
687704180304273409,894,2562
687664829264453632,546,2037
687494652870668288,612,2012
687480748861947905,259,1683
687476254459715584,571,2077
687460506001633280,582,2156
687399393394311168,672,1989
687317306314240000,9771,21112
687312378585812992,2027,4585
687127927494963200,2448,5749
687124485711986689,540,2275
687109925361856513,2633,6116
687102708889812993,1060,2462
687096057537363968,648,2359
686947101016735744,3400,9055
686760001961103360,1472,3697
686749460672679938,1559,3648
686730991906516992,1281,4367
686683045143953408,859,2953
686618349602762752,1453,3878
686606069955735556,583,1995
686394059078897668,727,1835
686386521809772549,940,3426
686377065986265092,601,2340
686358356425093120,727,2314
686286779679375361,1782,4211
686050296934563840,780,2319
686035780142297088,129,1215
686034024800862208,1244,3280
686007916130873345,449,2608
686003207160610816,677,1915
685973236358713344,562,2219
685943807276412928,644,1713
685906723014619143,3117,7911
685681090388975616,135,2132
685667379192414208,615,2462
685663452032069632,1569,3425
685641971164143616,833,3087
685547936038666240,16780,34647
685532292383666176,1233,3198
685325112850124800,4268,9970
685321586178670592,687,2781
685315239903100929,1157,3518
685307451701334016,471,2176
685268753634967552,1292,3251
685198997565345792,713,2454
685169283572338688,1522,4316
684969860808454144,403,2485
684959798585110529,3353,7169
684940049151070208,1118,3383
684926975086034944,500,3683
684914660081053696,1567,3687
684902183876321280,569,1977
684880619965411328,878,2209
684830982659280897,23132,36830
684800227459624960,1067,2848
684594889858887680,3790,9401
684588130326986752,1500,4328
684567543613382656,1319,3164
684538444857667585,1024,2784
684481074559381504,1250,4066
684460069371654144,594,2081
684241637099323392,3540,8565
684225744407494656,228,1300
684222868335505415,1474,4041
684200372118904832,1105,2275
684195085588783105,558,2015
684188786104872960,1255,3657
684177701129875456,722,2116
684147889187209216,1601,3131
684122891630342144,508,2093
684097758874210310,1541,4324
683857920510050305,1195,3995
683852578183077888,375,2027
683849932751646720,1049,2752
683834909291606017,1189,2759
683828599284170753,1135,2940
683773439333797890,1453,3517
683742671509258241,3559,6840
683515932363329536,3118,7741
683498322573824003,1029,3341
683481228088049664,1066,2771
683462770029932544,715,2554
683449695444799489,1724,4099
683391852557561860,2558,8001
683357973142474752,1000,3082
683142553609318400,1113,3025
683111407806746624,975,3569
683098815881154561,705,2278
683078886620553216,601,2085
683030066213818368,783,2265
682962037429899265,17874,38834
682808988178739200,193,1864
682788441537560576,1195,2594
682750546109968385,467,1598
682697186228989953,385,1376
682662431982772225,1161,3199
682638830361513985,645,2158
682429480204398592,1248,3608
682406705142087680,1889,7972
682393905736888321,731,2352
682389078323662849,503,1750
682303737705140231,1071,3232
682259524040966145,1301,4376
682242692827447297,1268,3416
682088079302213632,10601,19227
682059653698686977,1808,5211
682047327939461121,1032,3367
682032003584274432,2155,6913
682003177596559360,1641,3307
681981167097122816,1104,2927
681891461017812993,885,2587
681694085539872773,4336,13415
681679526984871937,480,1849
681654059175129088,992,2770
681610798867845120,508,2007
681579835668455424,1396,3716
681523177663676416,6227,15040
681340665377193984,298,1720
681339448655802368,4354,9750
681320187870711809,809,2784
681302363064414209,1961,4138
681297372102656000,1027,3354
681281657291280384,1180,3381
681261549936340994,294,1525
681242418453299201,577,1572
681231109724700672,517,2516
681193455364796417,1600,3892
680970795137544192,714,2551
680959110691590145,2135,4784
680940246314430465,1131,3377
680934982542561280,471,2183
680913438424612864,663,2512
680889648562991104,393,1854
680836378243002368,1425,3625
680805554198020098,710,2272
680801747103793152,887,2487
680798457301471234,1119,2999
680609293079592961,764,2765
680583894916304897,1441,3800
680497766108381184,2048,4444
680494726643068929,516,1799
680473011644985345,800,2671
680440374763077632,539,1523
680221482581123072,308,1521
680206703334408192,1259,2981
680191257256136705,540,2253
680176173301628928,1683,4094
680161097740095489,786,2431
680145970311643136,1869,3796
680130881361686529,1018,2397
680115823365742593,972,2845
680100725817409536,1461,3748
680085611152338944,9545,13426
680070545539371008,937,2701
679877062409191424,690,2065
679872969355714560,713,2287
679862121895714818,666,2576
679854723806179328,1315,3005
679844490799091713,817,2485
679828447187857408,15016,37985
679777920601223168,1193,3230
679736210798047232,846,2184
679729593985699840,876,2266
679722016581222400,501,1736
679530280114372609,2214,4988
679527802031484928,772,2770
679511351870550016,1361,3523
679503373272485890,1583,3298
679475951516934144,685,2196
679462823135686656,20134,33221
679405845277462528,1284,2492
679158373988876288,8650,22468
679148763231985668,1101,2896
679132435750195208,1235,3098
679111216690831360,2729,6229
679062614270468097,8767,17841
679047485189439488,727,2354
679001094530465792,1317,2951
678991772295516161,1255,2433
678969228704284672,495,1715
678800283649069056,962,2691
678798276842360832,1267,3635
678774928607469569,983,2926
678767140346941444,1460,3691
678764513869611008,508,1710
678755239630127104,3526,7455
678740035362037760,1811,3922
678708137298427904,2586,5810
678675843183484930,1580,3000
678643457146150913,453,2144
678446151570427904,1667,4178
678424312106393600,2701,5650
678410210315247616,1946,4418
678399652199309312,33845,82477
678396796259975168,448,1658
678389028614488064,449,1949
678380236862578688,967,2546
678341075375947776,572,1796
678334497360859136,279,1358
678278586130948096,6468,11952
678255464182861824,396,1647
678023323247357953,409,2010
678021115718029313,6774,14356
677961670166224897,1789,3559
677918531514703872,436,1406
677895101218201600,2240,5034
677716515794329600,1027,3181
677700003327029250,1532,3533
677698403548192770,339,1279
677687604918272002,895,2577
677673981332312066,1594,3477
677662372920729601,1035,2031
677644091929329666,845,1952
677573743309385728,768,2230
677565715327688705,483,1345
677557565589463040,1234,2541
677547928504967168,3865,7205
677530072887205888,240,1118
677335745548390400,1901,3161
677334615166730240,313,1410
677331501395156992,250,1138
677328882937298944,1587,3779
677314812125323265,568,1708
677301033169788928,435,1293
677269281705472000,746,2073
677228873407442944,1739,3687
677187300187611136,978,2840
676975532580409345,1133,2890
676957860086095872,855,2299
676949632774234114,422,1351
676948236477857792,923,2263
676946864479084545,400,1771
676942428000112642,804,2152
676936541936185344,5192,13190
676916996760600576,1906,3077
676897532954456065,763,2344
676864501615042560,751,2184
676821958043033607,16528,23930
676819651066732545,703,1869
676811746707918848,446,1468
676776431406465024,2118,5189
676617503762681856,1041,3007
676613908052996102,206,1131
676606785097199616,465,1953
676603393314578432,409,1215
676593408224403456,2281,4746
676590572941893632,135,950
676588346097852417,845,2422
676582956622721024,295,1254
676575501977128964,1184,2690
676533798876651520,591,1951
676496375194980353,565,1577
676470639084101634,4930,12026
676440007570247681,701,1785
676430933382295552,364,1449
676263575653122048,580,2153
676237365392908289,309,1269
676219687039057920,32706,77529
676215927814406144,618,1798
676191832485810177,1083,2360
676146341966438401,703,1986
676121918416756736,1220,2224
676101918813499392,1222,2910
676098748976615425,1517,3113
676089483918516224,452,1362
675898130735476737,601,1695
675891555769696257,916,2206
675888385639251968,1009,2462
675878199931371520,1471,4320
675870721063669760,600,1696
675853064436391936,1364,2781
675849018447167488,157,977
675845657354215424,934,2366
675822767435051008,562,1580
675820929667219457,242,1085
675798442703122432,3564,10589
675781562965868544,499,1676
675740360753160193,366,1209
675710890956750848,867,1952
675707330206547968,730,2049
675706639471788032,103,670
675534494439489536,438,1880
675531475945709568,404,1223
675522403582218240,299,1077
675517828909424640,481,1349
675501075957489664,6100,17671
675497103322386432,1360,3242
675489971617296384,624,1345
675483430902214656,1019,1908
675432746517426176,597,1574
675372240448454658,531,1752
675362609739206656,239,1082
675354435921575936,18019,33806
675349384339542016,2371,4037
675334060156301312,1358,2866
675166823650848770,1687,3721
675153376133427200,2735,6477
675149409102012420,1763,3860
675147105808306176,253,974
675146535592706048,328,1233
675145476954566656,947,2199
675135153782571009,516,1339
675113801096802304,816,2008
675111688094527488,265,991
675109292475830276,1189,2882
675047298674663426,342,1091
675015141583413248,1255,2793
675006312288268288,236,1012
675003128568291329,493,1597
674999807681908736,1147,2312
674805413498527744,370,883
674800520222154752,895,3086
674793399141146624,1137,2572
674790488185167872,263,1136
674788554665512960,218,835
674781762103414784,1259,2060
674774481756377088,495,1157
674767892831932416,828,1877
674764817387900928,248,806
674754018082705410,468,1401
674752233200820224,486,1502
674743008475090944,578,1444
674742531037511680,54,501
674739953134403584,412,1141
674737130913071104,96,665
674690135443775488,487,1181
674670581682434048,681,1658
674664755118911488,264,949
674646392044941312,524,1479
674644256330530816,281,1059
674638615994089473,605,1725
674632714662858753,603,1542
674606911342424069,102,962
674468880899788800,2148,6382
674447403907457024,372,1091
674436901579923456,412,1143
674422304705744896,556,1472
674416750885273600,146,700
674410619106390016,485,1229
674394782723014656,596,1537
674372068062928900,323,866
674330906434379776,76,577
674318007229923329,535,1448
674307341513269249,7239,11612
674291837063053312,6139,15106
674271431610523648,757,1607
674269164442398721,234,923
674265582246694913,885,1678
674262580978937856,472,1339
674255168825880576,582,1508
674082852460433408,177,776
674075285688614912,299,1002
674063288070742018,2306,6511
674053186244734976,1349,3404
674051556661161984,502,1476
674045139690631169,663,1451
674042553264685056,134,740
674038233588723717,425,1128
674036086168010753,223,864
674024893172875264,1275,1829
674019345211760640,312,1157
674014384960745472,672,1602
674008982932058114,368,1229
673956914389192708,1001,1993
673919437611909120,382,1195
673906403526995968,1681,3267
673887867907739649,260,955
673716320723169284,788,3136
673715861853720576,2164,3615
673711475735838725,306,1058
673709992831262724,284,865
673708611235921920,300,1101
673707060090052608,405,1119
673705679337693185,413,1282
673700254269775872,594,1471
673697980713705472,2034,3880
673689733134946305,671,1776
673688752737402881,514,1287
673686845050527744,453,1474
673680198160809984,484,1401
673662677122719744,373,1278
673656262056419329,252,732
673636718965334016,374,1137
673612854080196609,746,1620
673583129559498752,380,1218
673580926094458881,276,852
673576835670777856,581,1411
673363615379013632,317,1045
673359818736984064,694,1484
673355879178194945,604,1520
673352124999274496,555,1685
673350198937153538,221,758
673345638550134785,1324,2581
673343217010679808,280,993
673342308415348736,609,1300
673320132811366400,8223,13730
673317986296586240,268,886
673295268553605120,3268,7667
673270968295534593,383,1084
673240798075449344,756,1445
673213039743795200,877,2296
673148804208660480,650,1729
672997845381865473,744,2006
672995267319328768,307,976
672988786805112832,302,999
672984142909456390,562,1276
672980819271634944,1035,1850
672975131468300288,943,1722
672970152493887488,367,967
672968025906282496,562,1339
672964561327235073,658,1449
672902681409806336,520,1392
672898206762672129,436,919
672884426393653248,855,1582
672877615439593473,380,1054
672834301050937345,587,1338
672828477930868736,506,1275
672640509974827008,331,990
672622327801233409,511,1319
672614745925664768,602,1246
672609152938721280,399,1137
672604026190569472,413,1136
672594978741354496,623,1353
672591762242805761,344,970
672591271085670400,190,745
672538107540070400,378,1050
672523490734551040,178,655
672488522314567680,449,1137
672482722825261057,623,1159
672481316919734272,128,728
672475084225949696,719,1461
672466075045466113,555,1378
672272411274932228,3491,6572
672267570918129665,632,1531
672264251789176834,347,1166
672256522047614977,1603,2868
672254177670729728,764,1460
672248013293752320,628,1757
672245253877968896,162,703
672239279297454080,329,910
672231046314901505,1042,1867
672222792075620352,216,801
672205392827572224,1188,2301
672169685991993344,379,1040
672160042234327040,369,885
672139350159835138,737,1778
672125275208069120,1175,2456
672095186491711488,376,1016
672082170312290304,376,960
672068090318987265,529,1319
671896809300709376,4280,8617
671891728106971137,584,1355
671882082306625538,1415,3526
671879137494245376,703,1449
671874878652489728,576,1270
671866342182637568,516,1145
671855973984772097,463,925
671789708968640512,3590,7184
671768281401958400,540,1214
671763349865160704,949,1714
671744970634719232,793,1370
671743150407421952,237,752
671735591348891648,778,1475
671729906628341761,4485,8651
671561002136281088,7442,13051
671550332464455680,213,931
671547767500775424,613,1373
671544874165002241,1077,2022
671542985629241344,582,1110
671538301157904385,406,943
671536543010570240,420,1202
671533943490011136,594,1038
671528761649688577,265,852
671520732782923777,540,1422
671518598289059840,301,969
671511350426865664,746,1636
671504605491109889,3644,7155
671497587707535361,458,931
671488513339211776,480,1032
671486386088865792,211,589
671485057807351808,238,776
671390180817915904,752,1447
671362598324076544,301,1130
671357843010908160,150,406
671355857343524864,116,486
671347597085433856,440,978
671186162933985280,218,752
671182547775299584,354,1150
671166507850801152,360,890
671163268581498880,1137,1688
671159727754231808,84,383
671154572044468225,225,735
671151324042559489,159,684
671147085991960577,233,689
671141549288370177,671,1186
671138694582165504,416,948
671134062904504320,199,762
671122204919246848,2596,3560
671115716440031232,795,1383
671109016219725825,453,1165
670995969505435648,300,1125
670842764863651840,8987,25007
670840546554966016,199,608
670838202509447168,717,1136
670833812859932673,128,458
670832455012716544,225,749
670826280409919488,4175,5653
670823764196741120,197,792
670822709593571328,99,625
670815497391357952,1581,3232
670811965569282048,276,1153
670807719151067136,504,1175
670804601705242624,985,2003
670803562457407488,89,348
670797304698376195,243,749
670792680469889025,285,850
670789397210615808,247,675
670786190031921152,206,612
670783437142401025,406,834
670782429121134593,796,1599
670780561024270336,297,798
670778058496974848,74,333
670764103623966721,436,1092
670755717859713024,114,449
670733412878163972,525,979
670727704916926465,370,844
670717338665226240,510,1232
670704688707301377,383,777
670691627984359425,250,601
670679630144274432,290,762
670676092097810432,44,254
670668383499735048,5196,10912
670474236058800128,785,1560
670468609693655041,87,358
670465786746662913,568,982
670452855871037440,213,560
670449342516494336,689,1214
670444955656130560,2035,6833
670442337873600512,203,651
670435821946826752,531,1072
670434127938719744,664,1429
670433248821026816,117,332
670428280563085312,651,1411
670427002554466305,169,525
670421925039075328,653,1336
670420569653809152,327,636
670417414769758208,328,577
670411370698022913,924,2064
670408998013820928,231,568
670403879788544000,162,441
670385711116361728,219,571
670374371102445568,277,758
670361874861563904,69,336
670338931251150849,114,434
670319130621435904,1261,3926
670303360680108032,139,433
670290420111441920,296,718
670093938074779648,347,1047
670086499208155136,262,711
670079681849372674,1277,2257
670073503555706880,813,1596
670069087419133954,250,643
670061506722140161,353,782
670055038660800512,340,682
670046952931721218,181,657
670040295598354432,115,770
670037189829525505,286,598
670003130994700288,96,340
669993076832759809,87,331
669972011175813120,168,455
669970042633789440,62,309
669942763794931712,171,517
669926384437997569,108,383
669923323644657664,59,242
669753178989142016,413,829
669749430875258880,67,275
669684865554620416,91,529
669683899023405056,114,396
669682095984410625,136,360
669680153564442624,297,681
669661792646373376,454,821
669625907762618368,1861,3590
669603084620980224,372,958
669597912108789760,154,520
669583744538451968,953,1513
669573570759163904,146,442
669571471778410496,1046,1613
669567591774625800,58,240
669564461267722241,128,393
669393256313184256,79,375
669375718304980992,751,1358
669371483794317312,186,505
669367896104181761,163,472
669363888236994561,236,635
669359674819481600,127,375
669354382627049472,1303,2757
669353438988365824,266,657
669351434509529089,192,448
669328503091937280,428,1028
669327207240699904,119,585
669324657376567296,214,504
669216679721873412,414,1205
669214165781868544,175,447
669203728096960512,491,1020
669037058363662336,321,672
669015743032369152,384,756
669006782128353280,258,589
669000397445533696,6541,21226
668994913074286592,239,450
668992363537309700,356,755
668989615043424256,337,695
668988183816871936,486,913
668986018524233728,173,565
668981893510119424,317,547
668979806671884288,356,805
668975677807423489,599,1328
668967877119254528,25,149
668960084974809088,245,719
668955713004314625,74,286
668932921458302977,59,271
668902994700836864,103,324
668892474547511297,154,402
668872652652679168,308,538
668852170888998912,171,460
668826086256599040,141,442
668815180734689280,278,583
668779399630725120,381,715
668655139528511488,223,542
668645506898350081,551,912
668643542311546881,542,898
668641109086707712,553,1098
668636665813057536,501,1061
668633411083464705,1695,2864
668631377374486528,326,732
668627278264475648,118,324
668625577880875008,138,395
668623201287675904,796,1465
668620235289837568,44,206
668614819948453888,322,620
668587383441514497,1104,1695
668567822092664832,57,249
668544745690562560,233,531
668542336805281792,221,470
668537837512433665,77,257
668528771708952576,232,472
668507509523615744,111,332
668496999348633600,135,421
668484198282485761,241,435
668480044826800133,152,471
668466899341221888,527,900
668297328638447616,306,631
668291999406125056,32,249
668286279830867968,142,515
668274247790391296,235,838
668268907921326080,243,563
668256321989451776,633,1325
668248472370458624,501,1011
668237644992782336,2915,6306
668226093875376128,106,305
668221241640230912,203,518
668204964695683073,200,558
668190681446379520,200,663
668171859951755264,201,503
668154635664932864,324,505
668142349051129856,294,575
668113020489474048,249,675
667937095915278337,811,1285
667924896115245057,113,307
667915453470232577,58,213
667911425562669056,311,496
667902449697558528,384,860
667886921285246976,1114,1910
667885044254572545,499,829
667878741721415682,122,397
667873844930215936,416,636
667866724293877760,1055,3035
667861340749471744,78,245
667832474953625600,63,293
667806454573760512,507,1069
667801013445750784,97,333
667793409583771648,336,709
667782464991965184,249,414
667773195014021121,58,238
667766675769573376,221,447
667728196545200128,152,380
